Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
14497,0.9,2,4,8,61.8,61.0,5855,6.12,6.17,3.8
35531,0.32,5,4,8,61.3,56.0,905,4.4,4.44,2.71
1596,1.0,3,4,1,62.5,62.0,3011,6.42,6.35,3.99
25464,1.4,5,4,6,62.0,56.0,14231,7.18,7.13,4.44
39138,0.41,4,4,4,62.6,59.0,1061,4.76,4.73,2.97
14984,1.01,2,5,4,64.1,59.0,6037,6.16,6.23,3.97
43737,0.51,3,6,3,61.3,54.0,1438,5.13,5.18,3.16
13456,1.01,4,6,3,60.7,58.0,5525,6.5,6.48,3.94
48437,0.51,5,4,6,61.9,55.0,1974,5.19,5.15,3.2
44188,0.51,3,7,3,60.9,59.0,1569,5.13,5.19,3.14
10668,1.2,4,1,4,60.8,60.0,4839,6.85,6.89,4.18
7002,1.0,2,7,3,57.6,62.0,4155,6.62,6.5,3.78
26269,2.46,5,4,2,63.0,56.0,15745,8.6,8.52,5.44
44516,0.52,5,7,3,60.9,57.0,1600,5.17,5.21,3.16
40931,0.3,5,6,3,61.7,58.0,499,4.29,4.3,2.65
21693,0.34,4,2,7,60.5,59.0,626,4.48,4.54,2.73
47915,0.5,3,5,6,60.8,59.0,1915,5.08,5.11,3.1
12754,1.04,5,5,3,61.3,55.0,5321,6.51,6.53,4.0
50534,0.54,5,4,5,60.7,57.0,2274,5.29,5.26,3.2
35193,0.31,5,4,8,61.0,57.0,891,4.36,4.39,2.67
45210,0.51,5,4,5,62.0,56.0,1656,5.06,5.16,3.17
6305,1.5,2,3,1,64.0,56.0,4022,7.18,7.05,4.56
7534,1.02,5,3,2,60.5,56.0,4243,6.53,6.57,3.96
47554,0.53,3,6,5,61.8,60.0,1874,5.13,5.22,3.2
9376,0.32,4,7,3,60.4,58.0,589,4.44,4.47,2.69
17599,1.3,3,2,4,61.8,56.0,7087,6.98,7.04,4.33
7407,0.33,4,6,3,61.1,58.0,579,4.43,4.47,2.72
32455,0.4,4,3,5,62.7,58.5,793,4.7,4.74,2.96
50911,0.56,5,5,6,61.9,56.0,2318,5.32,5.28,3.28
33076,0.26,5,6,7,61.7,56.0,814,4.11,4.09,2.53
42014,0.54,5,2,4,60.1,58.0,1266,5.28,5.34,3.19
5895,1.04,5,1,3,61.1,57.0,3931,6.57,6.52,4.0
11585,1.2,3,2,3,63.1,59.0,5040,6.7,6.67,4.22
8370,0.31,3,5,4,60.7,61.0,583,4.36,4.4,2.66
10494,0.76,3,6,8,61.9,56.0,4798,5.83,5.85,3.62
28371,0.37,5,3,5,61.8,55.0,668,4.63,4.66,2.87
51456,0.73,5,4,2,61.1,57.0,2376,5.8,5.82,3.55
5419,1.05,2,3,2,63.9,56.0,3822,6.44,6.37,4.09
30194,0.42,2,5,3,63.4,56.0,722,4.76,4.8,3.03
24504,1.5,4,4,4,60.3,60.0,12787,7.34,7.26,4.4
28943,0.3,5,4,6,62.2,55.0,684,4.29,4.33,2.68
5742,1.03,5,1,3,62.3,56.0,3893,6.51,6.45,4.04
48466,0.71,4,4,2,62.3,55.0,1977,5.72,5.68,3.55
39207,0.54,5,5,2,62.2,56.0,1065,5.21,5.24,3.25
9966,1.0,5,3,3,60.3,56.0,4702,6.52,6.54,3.94
9039,0.31,5,4,5,60.6,58.0,587,4.39,4.42,2.67
46612,0.51,5,7,4,62.7,55.0,1787,5.09,5.12,3.2
4173,0.75,5,6,5,62.5,57.0,3555,5.8,5.85,3.64
43724,0.51,3,4,4,62.9,54.0,1438,5.08,5.12,3.21
23592,1.75,5,1,6,62.0,55.0,11609,7.7,7.73,4.78
5131,1.0,2,6,2,57.7,65.0,3763,6.59,6.55,3.79
39430,0.41,5,5,5,62.1,56.0,1076,4.76,4.74,2.95
2175,0.81,4,7,3,60.7,58.0,3135,6.07,5.99,3.66
51087,0.72,4,3,3,59.9,58.0,2334,5.85,5.81,3.49
20377,0.31,5,5,4,61.5,56.0,625,4.34,4.37,2.68
51873,0.7,2,3,6,63.7,54.0,2427,5.72,5.62,3.61
20620,1.23,4,4,5,61.3,58.0,8919,6.89,6.87,4.22
7087,0.9,3,6,3,61.8,59.0,4165,6.11,6.16,3.79
6050,0.32,5,2,4,62.5,55.0,576,4.39,4.38,2.74
17983,1.06,4,6,4,61.3,58.0,7275,6.52,6.56,4.01
21470,1.51,2,2,5,62.0,56.0,9569,7.23,7.29,4.5
22732,1.0,4,7,7,62.9,58.0,10752,6.34,6.28,3.97
41257,0.3,3,5,3,62.1,61.0,500,4.25,4.29,2.65
23685,1.52,4,5,3,62.6,59.0,11743,7.36,7.27,4.58
32509,0.4,2,6,2,64.2,57.0,798,4.7,4.68,3.01
15722,1.0,4,4,5,62.4,62.0,6290,6.37,6.33,3.96
8961,1.34,4,3,2,61.6,60.0,4502,7.05,6.97,4.32
2407,0.72,5,7,4,60.8,56.0,3179,5.8,5.84,3.54
16847,1.0,5,6,4,61.6,57.0,6720,6.44,6.38,3.95
29095,0.36,5,7,2,62.0,56.0,689,4.6,4.56,2.84
42485,0.53,2,7,2,63.9,55.0,1318,5.14,5.1,3.27
27938,0.31,3,1,2,63.3,58.0,430,4.35,4.34,2.75
4234,0.9,2,4,3,63.9,60.0,3574,6.07,6.1,3.89
49275,0.54,5,4,6,62.1,56.0,2090,5.22,5.19,3.23
37512,0.42,4,5,5,59.8,57.0,985,4.89,4.85,2.91
39794,0.32,4,6,8,61.6,58.0,1095,4.38,4.39,2.7
12493,1.08,3,5,3,58.2,63.0,5256,6.69,6.78,3.92
37726,0.34,4,4,6,61.7,56.0,995,4.51,4.47,2.77
28084,0.3,4,7,3,62.1,59.0,662,4.31,4.29,2.67
53119,0.58,5,7,6,62.1,57.0,2617,5.32,5.4,3.32
7332,0.9,3,4,4,62.4,61.0,4210,6.13,6.17,3.84
11536,1.01,3,3,4,62.1,57.0,5028,6.39,6.45,3.99
12060,0.73,5,5,7,61.4,56.0,5154,5.8,5.81,3.56
31959,0.31,5,2,4,61.6,55.0,452,4.38,4.42,2.71
46512,0.63,5,7,3,61.1,56.0,1779,5.52,5.58,3.39
42922,0.53,4,4,3,61.3,58.0,1363,5.21,5.16,3.18
2428,0.73,5,7,4,62.1,56.0,3182,5.77,5.8,3.59
4399,0.31,3,7,3,60.2,56.0,571,4.37,4.4,2.64
30377,0.3,5,6,5,61.6,57.0,729,4.3,4.33,2.66
47029,0.57,5,6,4,61.6,56.0,1819,5.38,5.34,3.3
12159,1.08,5,7,2,59.1,60.0,5177,6.7,6.76,3.98
24535,1.31,5,5,5,62.1,55.0,12825,6.97,7.0,4.34
16387,1.18,4,5,3,62.3,59.0,6542,6.75,6.67,4.18
45354,0.56,5,5,4,62.0,56.0,1664,5.27,5.31,3.28
18524,1.53,5,1,4,61.4,58.0,7550,7.35,7.43,4.54
31993,0.3,4,5,4,62.8,58.0,776,4.28,4.25,2.68
37086,0.41,4,6,3,60.5,61.0,969,4.8,4.78,2.9
38042,0.55,4,3,2,59.8,59.0,1011,5.33,5.3,3.18
421,0.7,3,5,4,60.9,61.0,2812,5.66,5.71,3.46
50582,1.0,1,5,1,68.0,57.0,2280,6.14,6.05,4.15
53905,0.7,4,6,3,60.0,59.0,2753,5.75,5.79,3.46
3603,0.91,2,3,3,63.9,60.0,3425,6.13,6.08,3.9
2700,0.31,5,4,4,62.2,54.0,562,4.38,4.4,2.73
27854,0.31,5,4,5,61.3,56.4,652,4.36,4.39,2.69
12267,1.24,1,3,2,65.0,54.0,5208,6.76,6.73,4.38
26776,1.71,5,4,5,62.1,55.0,16618,7.74,7.59,4.76
2912,0.8,4,5,4,62.4,59.0,3285,5.92,5.85,3.67
37220,0.31,5,5,7,61.6,55.0,975,4.36,4.41,2.7
11530,1.0,1,6,3,57.6,57.0,5027,6.56,6.52,3.77
33275,0.26,5,3,5,62.2,55.0,462,4.06,4.11,2.54
7611,0.9,4,6,3,62.2,59.0,4259,6.21,6.16,3.88
27574,2.01,3,4,3,62.1,60.0,18398,7.94,8.03,4.96
937,0.77,5,7,2,61.5,55.0,2885,5.9,5.93,3.64
18385,0.26,5,5,5,62.1,54.0,618,4.12,4.13,2.56
42621,0.32,3,3,4,63.0,57.0,505,4.35,4.38,2.75
23204,1.51,2,7,3,63.6,61.0,11212,7.1,7.25,4.56
21123,1.21,5,4,5,62.0,55.0,9287,6.84,6.88,4.25
9050,0.34,4,2,3,61.7,56.0,589,4.54,4.51,2.79
28544,0.3,4,3,5,61.4,59.0,675,4.33,4.3,2.65
47571,0.51,5,4,6,61.1,56.0,1875,5.15,5.19,3.16
23828,1.56,4,5,3,60.7,59.0,11901,7.55,7.45,4.55
33639,0.38,4,4,5,61.9,59.0,833,4.63,4.67,2.88
5592,0.9,5,2,5,62.4,56.0,3867,6.14,6.19,3.85
27086,1.7,3,4,5,61.8,53.0,17219,7.63,7.67,4.73
39704,0.4,3,5,5,62.2,57.6,1089,4.74,4.76,2.96
53112,0.54,5,6,6,62.2,54.0,2616,5.23,5.26,3.26
40270,0.37,3,6,2,61.6,56.0,493,4.61,4.65,2.85
31427,0.3,5,3,8,62.2,54.0,764,4.34,4.37,2.71
32063,0.33,5,7,3,61.3,56.0,780,4.46,4.44,2.73
26674,0.34,5,5,2,61.9,54.0,426,4.51,4.53,2.8
41752,0.52,4,5,3,59.5,59.0,1244,5.24,5.31,3.14
21713,0.33,3,6,4,62.8,56.0,627,4.4,4.42,2.77
14408,1.0,2,6,4,63.7,56.0,5819,6.37,6.34,4.05
13215,0.91,5,6,3,61.9,55.0,5458,6.21,6.23,3.85
49597,0.7,3,3,4,63.2,57.0,2137,5.58,5.62,3.54
25394,2.01,5,2,2,61.5,56.0,14103,8.1,8.16,5.0
2050,0.32,2,6,3,63.1,56.0,561,4.36,4.39,2.76
46847,0.53,5,5,5,62.2,55.0,1812,5.17,5.22,3.23
26749,2.22,3,2,2,63.2,57.0,16547,8.28,8.23,5.22
40696,0.4,5,6,6,61.8,56.0,1158,4.74,4.77,2.94
23800,1.42,4,4,5,61.7,55.0,11861,7.29,7.24,4.48
27484,2.0,5,5,2,62.6,57.0,18172,8.08,8.01,5.04
12323,1.01,3,6,3,62.3,60.0,5224,6.36,6.39,3.97
35480,0.38,5,3,7,61.2,57.0,903,4.65,4.67,2.85
19566,1.52,3,3,2,62.7,57.0,8194,7.32,7.36,4.6
52946,0.7,3,6,4,60.2,57.0,2593,5.77,5.82,3.49
5819,1.39,3,2,1,62.6,57.0,3914,7.1,7.15,4.46
17421,1.03,5,4,4,61.3,57.0,6981,6.51,6.54,4.0
8383,0.35,5,5,3,62.4,55.0,583,4.52,4.55,2.83
49094,0.51,3,4,8,63.8,58.0,2063,5.06,5.09,3.24
24657,1.72,4,3,3,61.4,59.0,12998,7.71,7.64,4.71
22101,1.51,2,3,5,59.9,61.0,10129,7.34,7.39,4.41
41596,0.32,5,2,2,61.9,56.0,391,4.38,4.41,2.72
53599,0.91,2,2,3,64.2,59.0,2700,6.05,5.98,3.86
46018,0.53,5,6,4,62.0,55.0,1727,5.21,5.17,3.22
4513,1.02,2,5,2,64.2,61.0,3633,6.3,6.21,4.02
11911,1.15,4,2,2,61.3,57.3,5123,6.71,6.78,4.13
30927,0.34,4,5,5,60.4,58.0,745,4.51,4.53,2.73
16722,0.33,5,3,5,61.6,55.0,610,4.46,4.48,2.75
35374,0.41,5,4,5,60.8,57.0,899,4.8,4.84,2.93
15777,1.11,3,4,4,62.3,58.0,6311,6.59,6.61,4.11
32981,0.37,5,6,4,61.2,57.0,811,4.58,4.64,2.82
21989,1.71,4,2,5,60.3,62.0,10055,7.76,7.7,4.66
1950,0.84,4,6,2,59.2,59.0,3086,6.19,6.14,3.65
26951,2.19,4,3,3,61.6,58.0,17016,8.35,8.3,5.13
21526,1.2,5,4,5,61.9,58.0,9625,6.76,6.8,4.2
48572,0.59,3,6,5,61.6,61.0,1993,5.34,5.37,3.3
19320,1.2,3,4,4,63.5,57.0,8032,6.76,6.66,4.26
40199,0.52,4,4,2,59.2,60.0,1121,5.29,5.21,3.11
42919,0.53,5,5,3,62.9,57.0,1363,5.18,5.15,3.25
36134,0.33,4,6,4,60.7,58.0,928,4.49,4.47,2.72
35126,0.43,4,3,2,61.8,59.0,887,4.86,4.85,3.0
37575,0.46,5,4,3,61.4,56.0,990,4.97,4.99,3.06
39277,0.34,5,3,3,62.6,56.0,490,4.46,4.48,2.8
31657,0.32,5,6,4,61.4,56.0,768,4.45,4.41,2.72
36802,0.3,5,4,8,61.4,57.0,956,4.37,4.33,2.67
46101,0.55,5,3,7,60.5,57.0,1741,5.32,5.35,3.23
26439,2.01,4,4,2,59.8,58.0,15977,8.21,8.15,4.89
4683,0.71,5,7,3,60.6,56.0,3674,5.78,5.81,3.51
51796,0.7,2,5,4,63.9,53.0,2415,5.65,5.61,3.6
12857,1.12,3,4,3,61.1,59.0,5361,6.69,6.73,4.1
40907,0.46,3,4,5,61.4,59.7,1179,4.94,4.97,3.05
36403,0.31,4,6,5,60.2,58.0,942,4.43,4.38,2.65
51279,0.78,1,4,3,64.6,56.0,2359,5.86,5.79,3.76
41702,0.5,3,2,5,63.0,55.0,1242,5.07,5.09,3.2
31569,0.36,4,5,6,62.7,58.0,766,4.51,4.55,2.84
26890,2.02,4,2,4,59.6,60.0,16861,8.25,8.2,4.9
43407,0.53,5,7,2,62.9,54.0,1412,5.17,5.13,3.24
40705,0.58,5,2,2,61.3,56.0,1158,5.38,5.45,3.32
2430,0.73,5,4,6,62.2,55.0,3183,5.74,5.77,3.58
2136,0.71,5,4,5,61.8,56.1,3123,5.72,5.74,3.54
45248,0.43,5,7,7,62.3,56.0,1659,4.82,4.81,3.0
36382,0.38,4,7,3,59.7,60.0,941,4.69,4.66,2.79
35664,0.32,5,7,4,59.8,57.0,907,4.51,4.46,2.68
52039,0.71,2,7,3,56.8,62.0,2450,5.93,5.89,3.37
31082,0.31,3,6,7,60.3,57.0,752,4.41,4.44,2.67
31853,0.3,5,3,6,61.2,57.0,776,4.32,4.31,2.64
10736,0.33,5,2,4,62.4,56.0,594,4.43,4.39,2.75
13839,1.23,4,5,3,62.5,58.0,5641,6.83,6.76,4.25
51675,0.72,4,3,3,62.7,59.0,2398,5.73,5.69,3.58
15247,1.04,4,4,4,62.2,58.0,6122,6.49,6.4,4.01
49847,0.72,3,4,3,63.6,56.0,2170,5.69,5.72,3.63
35703,0.3,5,7,4,61.4,54.0,911,4.34,4.33,2.66
7028,0.83,5,7,3,61.9,56.0,4159,6.01,6.04,3.73
22032,0.34,5,3,3,60.7,56.0,628,4.58,4.52,2.76
45830,0.71,5,1,3,61.0,57.0,1713,5.78,5.8,3.53
28962,0.31,4,2,4,59.9,60.0,435,4.41,4.44,2.65
40112,0.41,3,5,6,60.3,58.0,1115,4.79,4.83,2.9
46003,0.54,5,7,4,61.2,56.0,1725,5.24,5.28,3.22
14188,0.9,3,7,5,63.0,56.0,5757,6.13,6.18,3.88
35943,0.3,5,5,3,61.9,56.0,475,4.3,4.32,2.67
14841,1.24,5,2,3,61.1,60.0,5976,6.94,6.91,4.23
30623,0.3,4,7,2,60.2,60.0,447,4.32,4.35,2.61
29482,0.32,5,6,4,62.0,55.0,702,4.39,4.41,2.73
43260,0.3,3,1,5,63.4,57.0,506,4.26,4.23,2.69
503,0.7,5,7,3,59.7,58.0,2822,5.82,5.77,3.46
21527,1.06,5,7,5,62.0,57.0,9625,6.49,6.54,4.04
19620,1.26,5,3,5,60.9,57.0,8238,6.97,6.99,4.25
17410,1.03,4,7,5,59.6,61.0,6974,6.62,6.57,3.93
7575,0.92,3,6,3,63.0,57.0,4254,6.17,6.21,3.9
51655,0.3,5,4,4,61.8,54.0,545,4.34,4.37,2.69
8006,1.01,4,4,2,60.1,61.0,4327,6.6,6.55,3.95
38904,0.34,4,7,6,60.1,58.0,1052,4.55,4.53,2.73
44898,0.5,3,6,4,63.2,56.0,1629,5.06,5.03,3.19
13392,0.38,5,5,2,62.1,56.0,602,4.62,4.65,2.88
32259,0.3,5,6,6,61.7,57.0,789,4.31,4.34,2.67
15236,1.04,4,7,3,59.9,56.0,6115,6.65,6.6,3.97
40290,0.4,5,3,6,62.1,57.0,1125,4.74,4.69,2.93
40461,0.38,5,7,5,62.5,56.0,1140,4.67,4.64,2.91
8424,0.93,2,4,3,58.8,61.0,4405,6.36,6.39,3.75
35799,0.31,3,5,8,61.2,55.0,914,4.37,4.39,2.68
52310,0.23,3,7,6,58.9,60.0,549,4.03,3.95,2.35
38735,0.4,5,7,5,62.2,57.0,1043,4.71,4.74,2.94
48123,0.54,2,7,5,63.2,56.0,1939,5.21,5.23,3.3
24697,0.3,3,4,6,62.9,58.0,638,4.26,4.29,2.69
37248,0.51,3,1,3,63.2,56.0,977,5.06,5.1,3.21
28066,0.31,5,4,6,62.7,57.0,660,4.32,4.35,2.72
8318,1.0,3,6,2,63.3,55.0,4390,6.29,6.25,3.97
27660,2.01,2,3,4,63.3,55.0,18640,7.87,7.94,5.0
18990,1.03,4,6,5,59.6,59.0,7817,6.59,6.57,3.92
5352,0.74,5,7,5,61.7,55.0,3813,5.79,5.85,3.59
6402,1.01,5,4,2,61.2,57.0,4038,6.45,6.4,3.92
2104,0.8,2,5,5,63.3,55.0,3116,5.87,5.92,3.73
22213,1.72,5,4,2,62.8,59.0,10268,7.62,7.55,4.76
22569,1.03,5,5,7,62.1,56.3,10619,6.43,6.5,4.02
15307,1.03,5,4,4,59.6,57.0,6146,6.65,6.6,3.95
2712,0.32,3,4,4,60.9,58.0,564,4.42,4.45,2.7
52371,0.52,5,5,8,60.3,57.0,2504,5.23,5.28,3.17
11894,1.2,3,4,2,59.7,59.0,5116,6.89,6.94,4.13
43190,0.55,5,2,4,62.6,57.0,1393,5.21,5.23,3.27
32184,0.42,3,5,3,62.3,56.0,788,4.78,4.81,2.99
24103,2.01,3,1,3,59.3,62.0,12257,8.15,8.2,4.85
30447,0.3,5,6,6,62.8,55.0,731,4.28,4.32,2.7
47399,0.55,5,7,4,61.7,57.0,1848,5.21,5.26,3.23
10550,1.24,5,2,2,60.7,57.0,4812,6.98,6.92,4.22
53098,0.77,4,6,2,61.7,61.0,2614,5.93,5.9,3.65
37314,0.38,5,6,5,62.6,53.5,979,4.61,4.66,2.9
5997,1.06,3,3,2,62.6,58.0,3958,6.46,6.52,4.06
27416,2.51,4,1,4,62.2,58.0,18020,8.73,8.67,5.41
13598,1.19,3,7,2,63.5,57.0,5562,6.67,6.75,4.26
49787,0.71,5,1,6,60.5,58.0,2162,5.77,5.8,3.5
40733,0.54,5,5,2,61.2,56.0,1162,5.27,5.28,3.23
49327,0.52,2,4,8,59.8,57.0,2093,5.24,5.27,3.14
43219,0.4,5,6,7,62.6,56.0,1397,4.73,4.7,2.95
21013,1.6,4,3,2,62.4,60.0,9229,7.48,7.43,4.65
50778,0.54,5,7,6,61.2,55.0,2302,5.25,5.31,3.23
21080,1.01,5,6,6,62.8,56.0,9254,6.39,6.34,4.0
26637,1.5,4,6,5,60.3,60.0,16409,7.34,7.43,4.45
2087,0.79,4,7,3,61.4,59.0,3112,5.89,5.96,3.64
5723,0.25,3,6,6,63.0,55.0,575,4.0,4.03,2.53
11870,1.26,4,1,4,62.5,58.0,5107,6.92,6.9,4.32
26332,1.63,5,4,5,61.7,55.0,15840,7.6,7.56,4.68
38014,0.6,5,2,2,61.8,55.0,1009,5.44,5.46,3.37
15462,1.18,5,2,4,62.3,55.6,6191,6.73,6.76,4.21
12748,1.25,4,3,3,59.4,62.0,5320,7.07,7.0,4.18
19165,1.22,5,4,4,62.0,55.0,7923,6.83,6.91,4.26
19759,1.11,4,6,5,61.2,58.0,8329,6.69,6.65,4.08
15653,1.54,4,2,2,61.5,61.0,6278,7.41,7.31,4.53
20413,1.31,5,3,5,62.5,56.0,8774,7.03,6.95,4.37
29969,0.31,3,3,3,61.1,57.0,446,4.32,4.35,2.65
25667,1.11,5,7,7,62.1,55.0,14584,6.63,6.64,4.12
46436,0.6,4,6,3,59.4,60.0,1771,5.57,5.51,3.29
48381,0.59,4,2,8,61.2,58.0,1965,5.41,5.38,3.3
19606,1.25,5,4,3,60.7,56.0,8226,6.98,7.05,4.26
15567,1.11,5,7,2,61.3,56.0,6241,6.74,6.68,4.12
32777,0.34,4,7,3,62.0,59.0,803,4.48,4.42,2.76
546,0.72,5,5,5,61.7,57.0,2829,5.77,5.74,3.55
43323,0.51,3,7,3,61.7,58.0,1403,5.09,5.12,3.15
46733,0.53,5,4,6,62.3,54.0,1797,5.18,5.2,3.24
46675,0.59,5,6,3,62.4,55.0,1789,5.39,5.34,3.35
43523,0.51,3,7,3,60.4,61.0,1425,5.09,5.14,3.09
30076,0.32,3,6,3,63.2,56.0,720,4.38,4.35,2.76
5456,1.01,3,2,3,62.0,58.0,3832,6.43,6.47,4.0
50027,0.73,4,2,5,61.8,62.0,2197,5.78,5.72,3.55
42769,0.51,5,7,3,62.9,55.0,1346,5.07,5.11,3.2
3853,0.72,5,4,5,61.6,56.0,3478,5.75,5.78,3.55
45845,0.5,2,4,6,63.4,57.0,1715,5.06,5.1,3.22
1024,0.72,4,7,3,61.4,59.0,2903,5.79,5.71,3.53
23112,1.7,3,3,6,63.2,56.0,11133,7.59,7.56,4.79
8789,1.23,4,7,2,58.0,59.0,4470,7.02,6.97,4.06
52712,0.52,4,7,7,58.8,61.0,2553,5.31,5.27,3.11
23133,1.5,4,2,7,62.4,60.0,11155,7.32,7.29,4.56
10116,1.02,4,4,3,60.8,58.0,4718,6.5,6.46,3.94
44503,0.54,3,5,5,61.6,59.0,1600,5.26,5.2,3.22
11053,0.32,3,2,7,60.9,57.0,596,4.45,4.48,2.71
15210,1.01,5,4,4,62.7,56.0,6108,6.43,6.39,4.02
52758,0.72,3,6,3,62.0,57.0,2562,5.73,5.76,3.56
21708,0.31,5,4,3,61.7,55.0,627,4.38,4.4,2.71
30265,0.36,5,4,3,61.8,55.0,725,4.58,4.61,2.84
25894,1.82,3,4,3,62.7,58.0,15025,7.68,7.75,4.84
3373,0.3,5,3,3,62.9,53.0,407,4.28,4.31,2.7
32507,0.4,3,6,2,63.1,57.0,798,4.72,4.7,2.97
14589,1.0,4,4,4,61.0,59.0,5887,6.41,6.37,3.9
7792,0.91,3,6,3,63.9,57.0,4289,6.05,6.12,3.89
33897,0.3,5,6,4,62.5,56.0,844,4.3,4.28,2.68
2461,0.7,5,4,6,60.6,56.0,3191,5.69,5.82,3.49
25690,0.38,3,5,2,60.1,60.0,644,4.7,4.75,2.84
8409,1.04,5,5,3,59.9,56.0,4403,6.64,6.58,3.96
24465,1.3,5,5,6,62.4,57.0,12734,6.97,6.9,4.33
13795,1.19,4,3,3,61.2,60.0,5622,6.85,6.8,4.18
25892,2.05,3,5,2,61.9,56.0,15017,8.13,8.18,5.05
19249,1.33,4,3,4,60.7,59.0,7982,7.08,7.13,4.31
25817,2.01,5,3,3,61.5,55.0,14837,8.11,8.06,4.97
907,0.79,3,5,3,62.8,59.0,2878,5.86,5.89,3.69
14010,1.01,4,4,4,61.2,57.0,5701,6.46,6.41,3.94
14301,1.26,5,4,4,61.5,57.0,5792,6.94,6.89,4.25
46406,0.51,5,7,4,60.5,56.0,1767,5.21,5.2,3.15
31556,0.38,3,4,4,60.4,57.0,766,4.67,4.7,2.83
44198,0.51,5,7,3,62.4,57.0,1569,5.09,5.13,3.19
50914,0.7,3,6,3,63.4,56.0,2318,5.7,5.6,3.58
38941,0.31,3,3,4,62.2,59.0,489,4.34,4.38,2.71
45731,0.7,2,2,2,63.4,59.0,1699,5.66,5.57,3.56
33236,0.33,5,5,6,61.1,55.0,824,4.46,4.48,2.73
17784,1.32,4,3,3,61.5,61.0,7163,7.05,6.97,4.31
51584,0.52,5,5,8,61.7,56.0,2393,5.16,5.18,3.19
38084,0.3,4,6,6,60.1,59.0,1013,4.37,4.32,2.61
3087,0.74,5,6,4,61.7,56.0,3315,5.86,5.81,3.6
10321,1.03,4,7,2,62.5,54.0,4764,6.5,6.42,4.04
27744,2.29,4,2,3,61.8,59.0,18797,8.52,8.45,5.24
38594,0.45,1,5,4,64.2,58.0,1037,4.9,4.75,3.1
22362,0.31,4,3,4,61.3,60.0,628,4.36,4.32,2.66
13653,1.09,3,1,7,63.9,56.0,5588,6.47,6.51,4.15
24896,1.51,5,5,4,61.7,57.0,13325,7.37,7.31,4.53
45451,0.61,3,4,4,63.0,58.0,1675,5.4,5.43,3.41
24777,1.6,5,5,3,61.1,55.0,13140,7.55,7.58,4.62
43326,0.5,3,5,4,62.6,54.0,1404,5.1,5.13,3.2
2615,0.82,4,2,8,61.2,60.0,3224,6.03,5.99,3.68
27619,2.03,3,4,3,61.7,54.0,18507,8.07,8.19,5.02
6160,1.0,3,3,2,64.1,54.0,3991,6.3,6.33,4.05
53356,0.7,2,6,5,65.5,57.0,2657,5.46,5.54,3.6
6229,0.9,2,5,3,58.8,60.0,4004,6.22,6.26,3.67
51565,0.7,3,2,7,61.6,58.0,2390,5.69,5.71,3.51
16366,0.33,3,7,3,60.0,59.0,608,4.47,4.5,2.69
8559,1.1,4,3,2,62.6,57.0,4435,6.6,6.56,4.12
35212,0.35,3,4,8,62.1,54.0,892,4.53,4.57,2.82
28160,0.3,5,3,7,61.3,57.0,665,4.32,4.36,2.66
29033,0.31,5,3,7,62.0,54.0,687,4.34,4.37,2.7
37435,0.33,5,4,8,62.2,56.0,984,4.43,4.45,2.76
42258,0.59,2,2,4,63.4,56.0,1294,5.33,5.37,3.39
30541,0.31,4,7,4,62.6,59.0,734,4.3,4.33,2.7
40127,0.41,5,5,6,62.5,56.0,1115,4.72,4.75,2.96
10323,1.07,4,3,3,60.7,60.0,4764,6.64,6.61,4.02
12573,1.2,2,2,3,63.5,60.7,5280,6.71,6.75,4.27
15783,1.45,3,1,3,62.4,57.0,6316,7.16,7.23,4.49
49127,0.56,5,7,4,61.2,56.0,2066,5.35,5.3,3.26
8361,1.01,2,6,3,64.1,62.0,4399,6.19,6.26,3.99
6827,1.11,4,2,2,61.5,58.0,4120,6.61,6.65,4.08
43453,0.5,3,6,3,63.2,57.0,1415,5.06,5.03,3.19
33557,0.41,4,1,5,61.3,59.0,830,4.78,4.74,2.92
11339,1.01,2,5,3,63.8,59.0,4989,6.32,6.29,4.02
23569,1.63,4,4,3,59.9,60.0,11578,7.64,7.61,4.57
29063,0.4,2,6,3,63.9,55.0,687,4.67,4.72,3.0
1658,0.9,2,3,2,63.1,60.0,3024,6.09,6.14,3.86
34716,0.37,4,7,3,60.4,59.0,874,4.68,4.62,2.81
46665,0.97,1,5,1,68.5,54.0,1787,6.26,6.05,4.22
12731,1.16,2,3,3,64.2,58.6,5314,6.61,6.66,4.26
8003,1.01,4,4,2,60.4,59.0,4327,6.57,6.52,3.95
36124,0.33,5,6,4,61.1,56.0,928,4.48,4.45,2.73
38841,0.39,1,6,4,65.4,57.0,1049,4.61,4.54,2.99
22218,1.23,3,5,5,60.8,58.0,10276,6.9,6.94,4.21
35050,0.42,5,2,7,62.5,57.0,884,4.77,4.8,2.99
37858,0.44,5,6,4,62.4,57.0,1003,4.88,4.9,3.05
53304,0.3,4,7,3,62.5,58.0,552,4.27,4.31,2.68
31895,0.3,4,4,5,61.8,60.0,776,4.32,4.29,2.66
27392,2.04,3,3,3,62.5,61.0,17952,8.04,8.08,5.04
3106,0.86,4,6,3,61.9,61.0,3323,6.07,5.99,3.73
52560,0.7,5,3,6,61.5,56.0,2536,5.74,5.71,3.52
20763,1.01,3,6,6,61.5,58.0,9002,6.4,6.44,3.95
9343,1.03,5,4,2,61.8,55.0,4582,6.46,6.51,4.01
13188,1.21,3,2,3,62.9,55.0,5452,6.69,6.76,4.23
36826,0.41,2,6,7,64.3,54.0,957,4.68,4.72,3.02
